id,title,difficulty,companies,link
,,,,https://practice.geeksforgeeks.org/explore?category=LCS
,,,,https://practice.geeksforgeeks.org/explore?category=Arrays
,,,,https://practice.geeksforgeeks.org/explore?category=Mathematical
,,,,https://practice.geeksforgeeks.org/explore?category=Strings
,,,,https://practice.geeksforgeeks.org/explore?category=Dynamic Programming
,,,,https://practice.geeksforgeeks.org/explore?category=Sorting
,,,,https://practice.geeksforgeeks.org/explore?category=Tree
,,,,https://practice.geeksforgeeks.org/explore?category=Hash
,,,,https://practice.geeksforgeeks.org/explore?category=Bit Magic
,,,,https://practice.geeksforgeeks.org/explore?category=Matrix
,,,,https://practice.geeksforgeeks.org/explore?category=Graph
,,,,https://practice.geeksforgeeks.org/explore?category=Linked List
,,,,https://practice.geeksforgeeks.org/explore?category=Greedy
,,,,https://practice.geeksforgeeks.org/explore?category=Stack
,,,,https://practice.geeksforgeeks.org/explore?category=Recursion
,,,,https://practice.geeksforgeeks.org/explore?category=Searching
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search Tree
,,,,https://practice.geeksforgeeks.org/explore?category=two-pointer-algorithm
,,,,https://practice.geeksforgeeks.org/explore?category=DFS
,,,,https://practice.geeksforgeeks.org/explore?category=BFS
,,,,https://practice.geeksforgeeks.org/explore?category=sliding-window
,,,,https://practice.geeksforgeeks.org/explore?category=Map
,,,,https://practice.geeksforgeeks.org/explore?category=Queue
,,,,https://practice.geeksforgeeks.org/explore?category=Backtracking
,,,,https://practice.geeksforgeeks.org/explore?category=Heap
,,,,https://practice.geeksforgeeks.org/explore?category=Divide and Conquer
,,,,https://practice.geeksforgeeks.org/explore?category=prefix-sum
,,,,https://practice.geeksforgeeks.org/explore?category=Trie
,,,,https://practice.geeksforgeeks.org/explore?category=set
,,,,https://practice.geeksforgeeks.org/explore?category=Segment-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=union-find
,,,,https://practice.geeksforgeeks.org/explore?category=Merge Sort
,,,,https://practice.geeksforgeeks.org/explore?category=Pointers
,,,,https://practice.geeksforgeeks.org/explore?category=Kadane
,,,,https://practice.geeksforgeeks.org/explore?category=AVL-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=LCS
,,,,https://practice.geeksforgeeks.org/explore?category=Arrays
,,,,https://practice.geeksforgeeks.org/explore?category=Mathematical
,,,,https://practice.geeksforgeeks.org/explore?category=Strings
,,,,https://practice.geeksforgeeks.org/explore?category=Dynamic Programming
,,,,https://practice.geeksforgeeks.org/explore?category=Sorting
,,,,https://practice.geeksforgeeks.org/explore?category=Tree
,,,,https://practice.geeksforgeeks.org/explore?category=Hash
,,,,https://practice.geeksforgeeks.org/explore?category=Bit Magic
,,,,https://practice.geeksforgeeks.org/explore?category=Matrix
,,,,https://practice.geeksforgeeks.org/explore?category=Graph
,,,,https://practice.geeksforgeeks.org/explore?category=Linked List
,,,,https://practice.geeksforgeeks.org/explore?category=Greedy
,,,,https://practice.geeksforgeeks.org/explore?category=Stack
,,,,https://practice.geeksforgeeks.org/explore?category=Recursion
,,,,https://practice.geeksforgeeks.org/explore?category=Searching
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search Tree
,,,,https://practice.geeksforgeeks.org/explore?category=two-pointer-algorithm
,,,,https://practice.geeksforgeeks.org/explore?category=DFS
,,,,https://practice.geeksforgeeks.org/explore?category=BFS
,,,,https://practice.geeksforgeeks.org/explore?category=sliding-window
,,,,https://practice.geeksforgeeks.org/explore?category=Map
,,,,https://practice.geeksforgeeks.org/explore?category=Queue
,,,,https://practice.geeksforgeeks.org/explore?category=Backtracking
,,,,https://practice.geeksforgeeks.org/explore?category=Heap
,,,,https://practice.geeksforgeeks.org/explore?category=Divide and Conquer
,,,,https://practice.geeksforgeeks.org/explore?category=prefix-sum
,,,,https://practice.geeksforgeeks.org/explore?category=Trie
,,,,https://practice.geeksforgeeks.org/explore?category=set
,,,,https://practice.geeksforgeeks.org/explore?category=Segment-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=union-find
,,,,https://practice.geeksforgeeks.org/explore?category=Merge Sort
,,,,https://practice.geeksforgeeks.org/explore?category=Pointers
,,,,https://practice.geeksforgeeks.org/explore?category=Kadane
,,,,https://practice.geeksforgeeks.org/explore?category=AVL-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=LCS
,,,,https://practice.geeksforgeeks.org/explore?category=Arrays
,,,,https://practice.geeksforgeeks.org/explore?category=Mathematical
,,,,https://practice.geeksforgeeks.org/explore?category=Strings
,,,,https://practice.geeksforgeeks.org/explore?category=Dynamic Programming
,,,,https://practice.geeksforgeeks.org/explore?category=Sorting
,,,,https://practice.geeksforgeeks.org/explore?category=Tree
,,,,https://practice.geeksforgeeks.org/explore?category=Hash
,,,,https://practice.geeksforgeeks.org/explore?category=Bit Magic
,,,,https://practice.geeksforgeeks.org/explore?category=Matrix
,,,,https://practice.geeksforgeeks.org/explore?category=Graph
,,,,https://practice.geeksforgeeks.org/explore?category=Linked List
,,,,https://practice.geeksforgeeks.org/explore?category=Greedy
,,,,https://practice.geeksforgeeks.org/explore?category=Stack
,,,,https://practice.geeksforgeeks.org/explore?category=Recursion
,,,,https://practice.geeksforgeeks.org/explore?category=Searching
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search Tree
,,,,https://practice.geeksforgeeks.org/explore?category=two-pointer-algorithm
,,,,https://practice.geeksforgeeks.org/explore?category=DFS
,,,,https://practice.geeksforgeeks.org/explore?category=BFS
,,,,https://practice.geeksforgeeks.org/explore?category=sliding-window
,,,,https://practice.geeksforgeeks.org/explore?category=Map
,,,,https://practice.geeksforgeeks.org/explore?category=Queue
,,,,https://practice.geeksforgeeks.org/explore?category=Backtracking
,,,,https://practice.geeksforgeeks.org/explore?category=Heap
,,,,https://practice.geeksforgeeks.org/explore?category=Divide and Conquer
,,,,https://practice.geeksforgeeks.org/explore?category=prefix-sum
,,,,https://practice.geeksforgeeks.org/explore?category=Trie
,,,,https://practice.geeksforgeeks.org/explore?category=set
,,,,https://practice.geeksforgeeks.org/explore?category=Segment-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=union-find
,,,,https://practice.geeksforgeeks.org/explore?category=Merge Sort
,,,,https://practice.geeksforgeeks.org/explore?category=Pointers
,,,,https://practice.geeksforgeeks.org/explore?category=Kadane
,,,,https://practice.geeksforgeeks.org/explore?category=AVL-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=LCS
,,,,https://practice.geeksforgeeks.org/explore?category=Arrays
,,,,https://practice.geeksforgeeks.org/explore?category=Mathematical
,,,,https://practice.geeksforgeeks.org/explore?category=Strings
,,,,https://practice.geeksforgeeks.org/explore?category=Dynamic Programming
,,,,https://practice.geeksforgeeks.org/explore?category=Sorting
,,,,https://practice.geeksforgeeks.org/explore?category=Tree
,,,,https://practice.geeksforgeeks.org/explore?category=Hash
,,,,https://practice.geeksforgeeks.org/explore?category=Bit Magic
,,,,https://practice.geeksforgeeks.org/explore?category=Matrix
,,,,https://practice.geeksforgeeks.org/explore?category=Graph
,,,,https://practice.geeksforgeeks.org/explore?category=Linked List
,,,,https://practice.geeksforgeeks.org/explore?category=Greedy
,,,,https://practice.geeksforgeeks.org/explore?category=Stack
,,,,https://practice.geeksforgeeks.org/explore?category=Recursion
,,,,https://practice.geeksforgeeks.org/explore?category=Searching
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search Tree
,,,,https://practice.geeksforgeeks.org/explore?category=two-pointer-algorithm
,,,,https://practice.geeksforgeeks.org/explore?category=DFS
,,,,https://practice.geeksforgeeks.org/explore?category=BFS
,,,,https://practice.geeksforgeeks.org/explore?category=sliding-window
,,,,https://practice.geeksforgeeks.org/explore?category=Map
,,,,https://practice.geeksforgeeks.org/explore?category=Queue
,,,,https://practice.geeksforgeeks.org/explore?category=Backtracking
,,,,https://practice.geeksforgeeks.org/explore?category=Heap
,,,,https://practice.geeksforgeeks.org/explore?category=Divide and Conquer
,,,,https://practice.geeksforgeeks.org/explore?category=prefix-sum
,,,,https://practice.geeksforgeeks.org/explore?category=Trie
,,,,https://practice.geeksforgeeks.org/explore?category=set
,,,,https://practice.geeksforgeeks.org/explore?category=Segment-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=union-find
,,,,https://practice.geeksforgeeks.org/explore?category=Merge Sort
,,,,https://practice.geeksforgeeks.org/explore?category=Pointers
,,,,https://practice.geeksforgeeks.org/explore?category=Kadane
,,,,https://practice.geeksforgeeks.org/explore?category=AVL-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=LCS
,,,,https://practice.geeksforgeeks.org/explore?category=Arrays
,,,,https://practice.geeksforgeeks.org/explore?category=Mathematical
,,,,https://practice.geeksforgeeks.org/explore?category=Strings
,,,,https://practice.geeksforgeeks.org/explore?category=Dynamic Programming
,,,,https://practice.geeksforgeeks.org/explore?category=Sorting
,,,,https://practice.geeksforgeeks.org/explore?category=Tree
,,,,https://practice.geeksforgeeks.org/explore?category=Hash
,,,,https://practice.geeksforgeeks.org/explore?category=Bit Magic
,,,,https://practice.geeksforgeeks.org/explore?category=Matrix
,,,,https://practice.geeksforgeeks.org/explore?category=Graph
,,,,https://practice.geeksforgeeks.org/explore?category=Linked List
,,,,https://practice.geeksforgeeks.org/explore?category=Greedy
,,,,https://practice.geeksforgeeks.org/explore?category=Stack
,,,,https://practice.geeksforgeeks.org/explore?category=Recursion
,,,,https://practice.geeksforgeeks.org/explore?category=Searching
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search Tree
,,,,https://practice.geeksforgeeks.org/explore?category=two-pointer-algorithm
,,,,https://practice.geeksforgeeks.org/explore?category=DFS
,,,,https://practice.geeksforgeeks.org/explore?category=BFS
,,,,https://practice.geeksforgeeks.org/explore?category=sliding-window
,,,,https://practice.geeksforgeeks.org/explore?category=Map
,,,,https://practice.geeksforgeeks.org/explore?category=Queue
,,,,https://practice.geeksforgeeks.org/explore?category=Backtracking
,,,,https://practice.geeksforgeeks.org/explore?category=Heap
,,,,https://practice.geeksforgeeks.org/explore?category=Divide and Conquer
,,,,https://practice.geeksforgeeks.org/explore?category=prefix-sum
,,,,https://practice.geeksforgeeks.org/explore?category=Trie
,,,,https://practice.geeksforgeeks.org/explore?category=set
,,,,https://practice.geeksforgeeks.org/explore?category=Segment-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=union-find
,,,,https://practice.geeksforgeeks.org/explore?category=Merge Sort
,,,,https://practice.geeksforgeeks.org/explore?category=Pointers
,,,,https://practice.geeksforgeeks.org/explore?category=Kadane
,,,,https://practice.geeksforgeeks.org/explore?category=AVL-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=LCS
,,,,https://practice.geeksforgeeks.org/explore?category=Arrays
,,,,https://practice.geeksforgeeks.org/explore?category=Mathematical
,,,,https://practice.geeksforgeeks.org/explore?category=Strings
,,,,https://practice.geeksforgeeks.org/explore?category=Dynamic Programming
,,,,https://practice.geeksforgeeks.org/explore?category=Sorting
,,,,https://practice.geeksforgeeks.org/explore?category=Tree
,,,,https://practice.geeksforgeeks.org/explore?category=Hash
,,,,https://practice.geeksforgeeks.org/explore?category=Bit Magic
,,,,https://practice.geeksforgeeks.org/explore?category=Matrix
,,,,https://practice.geeksforgeeks.org/explore?category=Graph
,,,,https://practice.geeksforgeeks.org/explore?category=Linked List
,,,,https://practice.geeksforgeeks.org/explore?category=Greedy
,,,,https://practice.geeksforgeeks.org/explore?category=Stack
,,,,https://practice.geeksforgeeks.org/explore?category=Recursion
,,,,https://practice.geeksforgeeks.org/explore?category=Searching
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search Tree
,,,,https://practice.geeksforgeeks.org/explore?category=two-pointer-algorithm
,,,,https://practice.geeksforgeeks.org/explore?category=DFS
,,,,https://practice.geeksforgeeks.org/explore?category=BFS
,,,,https://practice.geeksforgeeks.org/explore?category=sliding-window
,,,,https://practice.geeksforgeeks.org/explore?category=Map
,,,,https://practice.geeksforgeeks.org/explore?category=Queue
,,,,https://practice.geeksforgeeks.org/explore?category=Backtracking
,,,,https://practice.geeksforgeeks.org/explore?category=Heap
,,,,https://practice.geeksforgeeks.org/explore?category=Divide and Conquer
,,,,https://practice.geeksforgeeks.org/explore?category=prefix-sum
,,,,https://practice.geeksforgeeks.org/explore?category=Trie
,,,,https://practice.geeksforgeeks.org/explore?category=set
,,,,https://practice.geeksforgeeks.org/explore?category=Segment-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=union-find
,,,,https://practice.geeksforgeeks.org/explore?category=Merge Sort
,,,,https://practice.geeksforgeeks.org/explore?category=Pointers
,,,,https://practice.geeksforgeeks.org/explore?category=Kadane
,,,,https://practice.geeksforgeeks.org/explore?category=AVL-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=LCS
,,,,https://practice.geeksforgeeks.org/explore?category=Arrays
,,,,https://practice.geeksforgeeks.org/explore?category=Mathematical
,,,,https://practice.geeksforgeeks.org/explore?category=Strings
,,,,https://practice.geeksforgeeks.org/explore?category=Dynamic Programming
,,,,https://practice.geeksforgeeks.org/explore?category=Sorting
,,,,https://practice.geeksforgeeks.org/explore?category=Tree
,,,,https://practice.geeksforgeeks.org/explore?category=Hash
,,,,https://practice.geeksforgeeks.org/explore?category=Bit Magic
,,,,https://practice.geeksforgeeks.org/explore?category=Matrix
,,,,https://practice.geeksforgeeks.org/explore?category=Graph
,,,,https://practice.geeksforgeeks.org/explore?category=Linked List
,,,,https://practice.geeksforgeeks.org/explore?category=Greedy
,,,,https://practice.geeksforgeeks.org/explore?category=Stack
,,,,https://practice.geeksforgeeks.org/explore?category=Recursion
,,,,https://practice.geeksforgeeks.org/explore?category=Searching
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search Tree
,,,,https://practice.geeksforgeeks.org/explore?category=two-pointer-algorithm
,,,,https://practice.geeksforgeeks.org/explore?category=DFS
,,,,https://practice.geeksforgeeks.org/explore?category=BFS
,,,,https://practice.geeksforgeeks.org/explore?category=sliding-window
,,,,https://practice.geeksforgeeks.org/explore?category=Map
,,,,https://practice.geeksforgeeks.org/explore?category=Queue
,,,,https://practice.geeksforgeeks.org/explore?category=Backtracking
,,,,https://practice.geeksforgeeks.org/explore?category=Heap
,,,,https://practice.geeksforgeeks.org/explore?category=Divide and Conquer
,,,,https://practice.geeksforgeeks.org/explore?category=prefix-sum
,,,,https://practice.geeksforgeeks.org/explore?category=Trie
,,,,https://practice.geeksforgeeks.org/explore?category=set
,,,,https://practice.geeksforgeeks.org/explore?category=Segment-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=union-find
,,,,https://practice.geeksforgeeks.org/explore?category=Merge Sort
,,,,https://practice.geeksforgeeks.org/explore?category=Pointers
,,,,https://practice.geeksforgeeks.org/explore?category=Kadane
,,,,https://practice.geeksforgeeks.org/explore?category=AVL-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=LCS
,,,,https://practice.geeksforgeeks.org/explore?category=Arrays
,,,,https://practice.geeksforgeeks.org/explore?category=Mathematical
,,,,https://practice.geeksforgeeks.org/explore?category=Strings
,,,,https://practice.geeksforgeeks.org/explore?category=Dynamic Programming
,,,,https://practice.geeksforgeeks.org/explore?category=Sorting
,,,,https://practice.geeksforgeeks.org/explore?category=Tree
,,,,https://practice.geeksforgeeks.org/explore?category=Hash
,,,,https://practice.geeksforgeeks.org/explore?category=Bit Magic
,,,,https://practice.geeksforgeeks.org/explore?category=Matrix
,,,,https://practice.geeksforgeeks.org/explore?category=Graph
,,,,https://practice.geeksforgeeks.org/explore?category=Linked List
,,,,https://practice.geeksforgeeks.org/explore?category=Greedy
,,,,https://practice.geeksforgeeks.org/explore?category=Stack
,,,,https://practice.geeksforgeeks.org/explore?category=Recursion
,,,,https://practice.geeksforgeeks.org/explore?category=Searching
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search Tree
,,,,https://practice.geeksforgeeks.org/explore?category=two-pointer-algorithm
,,,,https://practice.geeksforgeeks.org/explore?category=DFS
,,,,https://practice.geeksforgeeks.org/explore?category=BFS
,,,,https://practice.geeksforgeeks.org/explore?category=sliding-window
,,,,https://practice.geeksforgeeks.org/explore?category=Map
,,,,https://practice.geeksforgeeks.org/explore?category=Queue
,,,,https://practice.geeksforgeeks.org/explore?category=Backtracking
,,,,https://practice.geeksforgeeks.org/explore?category=Heap
,,,,https://practice.geeksforgeeks.org/explore?category=Divide and Conquer
,,,,https://practice.geeksforgeeks.org/explore?category=prefix-sum
,,,,https://practice.geeksforgeeks.org/explore?category=Trie
,,,,https://practice.geeksforgeeks.org/explore?category=set
,,,,https://practice.geeksforgeeks.org/explore?category=Segment-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=union-find
,,,,https://practice.geeksforgeeks.org/explore?category=Merge Sort
,,,,https://practice.geeksforgeeks.org/explore?category=Pointers
,,,,https://practice.geeksforgeeks.org/explore?category=Kadane
,,,,https://practice.geeksforgeeks.org/explore?category=AVL-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=LCS
,,,,https://practice.geeksforgeeks.org/explore?category=Arrays
,,,,https://practice.geeksforgeeks.org/explore?category=Mathematical
,,,,https://practice.geeksforgeeks.org/explore?category=Strings
,,,,https://practice.geeksforgeeks.org/explore?category=Dynamic Programming
,,,,https://practice.geeksforgeeks.org/explore?category=Sorting
,,,,https://practice.geeksforgeeks.org/explore?category=Tree
,,,,https://practice.geeksforgeeks.org/explore?category=Hash
,,,,https://practice.geeksforgeeks.org/explore?category=Bit Magic
,,,,https://practice.geeksforgeeks.org/explore?category=Matrix
,,,,https://practice.geeksforgeeks.org/explore?category=Graph
,,,,https://practice.geeksforgeeks.org/explore?category=Linked List
,,,,https://practice.geeksforgeeks.org/explore?category=Greedy
,,,,https://practice.geeksforgeeks.org/explore?category=Stack
,,,,https://practice.geeksforgeeks.org/explore?category=Recursion
,,,,https://practice.geeksforgeeks.org/explore?category=Searching
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search Tree
,,,,https://practice.geeksforgeeks.org/explore?category=two-pointer-algorithm
,,,,https://practice.geeksforgeeks.org/explore?category=DFS
,,,,https://practice.geeksforgeeks.org/explore?category=BFS
,,,,https://practice.geeksforgeeks.org/explore?category=sliding-window
,,,,https://practice.geeksforgeeks.org/explore?category=Map
,,,,https://practice.geeksforgeeks.org/explore?category=Queue
,,,,https://practice.geeksforgeeks.org/explore?category=Backtracking
,,,,https://practice.geeksforgeeks.org/explore?category=Heap
,,,,https://practice.geeksforgeeks.org/explore?category=Divide and Conquer
,,,,https://practice.geeksforgeeks.org/explore?category=prefix-sum
,,,,https://practice.geeksforgeeks.org/explore?category=Trie
,,,,https://practice.geeksforgeeks.org/explore?category=set
,,,,https://practice.geeksforgeeks.org/explore?category=Segment-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=union-find
,,,,https://practice.geeksforgeeks.org/explore?category=Merge Sort
,,,,https://practice.geeksforgeeks.org/explore?category=Pointers
,,,,https://practice.geeksforgeeks.org/explore?category=Kadane
,,,,https://practice.geeksforgeeks.org/explore?category=AVL-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=LCS
,,,,https://practice.geeksforgeeks.org/explore?category=Arrays
,,,,https://practice.geeksforgeeks.org/explore?category=Mathematical
,,,,https://practice.geeksforgeeks.org/explore?category=Strings
,,,,https://practice.geeksforgeeks.org/explore?category=Dynamic Programming
,,,,https://practice.geeksforgeeks.org/explore?category=Sorting
,,,,https://practice.geeksforgeeks.org/explore?category=Tree
,,,,https://practice.geeksforgeeks.org/explore?category=Hash
,,,,https://practice.geeksforgeeks.org/explore?category=Bit Magic
,,,,https://practice.geeksforgeeks.org/explore?category=Matrix
,,,,https://practice.geeksforgeeks.org/explore?category=Graph
,,,,https://practice.geeksforgeeks.org/explore?category=Linked List
,,,,https://practice.geeksforgeeks.org/explore?category=Greedy
,,,,https://practice.geeksforgeeks.org/explore?category=Stack
,,,,https://practice.geeksforgeeks.org/explore?category=Recursion
,,,,https://practice.geeksforgeeks.org/explore?category=Searching
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search
,,,,https://practice.geeksforgeeks.org/explore?category=Binary Search Tree
,,,,https://practice.geeksforgeeks.org/explore?category=two-pointer-algorithm
,,,,https://practice.geeksforgeeks.org/explore?category=DFS
,,,,https://practice.geeksforgeeks.org/explore?category=BFS
,,,,https://practice.geeksforgeeks.org/explore?category=sliding-window
,,,,https://practice.geeksforgeeks.org/explore?category=Map
,,,,https://practice.geeksforgeeks.org/explore?category=Queue
,,,,https://practice.geeksforgeeks.org/explore?category=Backtracking
,,,,https://practice.geeksforgeeks.org/explore?category=Heap
,,,,https://practice.geeksforgeeks.org/explore?category=Divide and Conquer
,,,,https://practice.geeksforgeeks.org/explore?category=prefix-sum
,,,,https://practice.geeksforgeeks.org/explore?category=Trie
,,,,https://practice.geeksforgeeks.org/explore?category=set
,,,,https://practice.geeksforgeeks.org/explore?category=Segment-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=union-find
,,,,https://practice.geeksforgeeks.org/explore?category=Merge Sort
,,,,https://practice.geeksforgeeks.org/explore?category=Pointers
,,,,https://practice.geeksforgeeks.org/explore?category=Kadane
,,,,https://practice.geeksforgeeks.org/explore?category=AVL-Tree
,,,,https://practice.geeksforgeeks.org/explore?category=LCS
